Year,Month,Day,pmeZip,pmeLatitude,pmeLongitude,Zipcode_4digits
2017,2,23,2565NT,52.0716753,4.2534266,2565
2017,2,23,2547GW,52.0630565,4.2691009,2547
2017,2,23,2496ZW,52.0526777,4.3984768,2496
2017,2,23,2541ER,52.0563669,4.3013195,2541
2017,2,23,2542AA,52.0413400,4.2715900,2542
2017,2,23,2552EA,52.0535169,4.2394080,2552
2017,2,23,2515JH,52.0711974,4.3120225,2515
2017,2,23,2597AX,52.1024090,4.3162300,2597
2017,2,23,2597AX,52.1024090,4.3162300,2597
2017,2,23,2544CW,52.0472095,4.2526027,2544
2017,2,23,2597AX,52.1024090,4.3162300,2597
2017,2,23,2516HG,52.0620190,4.3325232,2516
2017,2,23,2572AZ,52.0667433,4.2893706,2572
2017,2,23,2584RK,52.1047617,4.2723366,2584
2017,2,23,\N,52.0698576,4.2911114,\N
2017,2,23,2552SB,52.0552220,4.2508900,2552
2017,2,23,2552KS,52.0609275,4.2481282,2552
2017,2,23,2597AX,52.1024090,4.3162300,2597
2017,2,23,2562VG,52.0765768,4.2839958,2562
2017,2,23,2552KS,52.0609275,4.2481282,2552
2017,2,23,2552KS,52.0609275,4.2481282,2552
2017,2,23,2564HH,52.0706723,4.2613140,2564
2017,2,23,2592BB,52.0892870,4.3513606,2592
2017,2,23,2592AA,52.0895314,4.3454305,2592
2017,2,23,2555NP,52.0654819,4.2358050,2555
2017,2,23,2572HB,52.0617373,4.2918136,2572
2017,2,23,2521EN,52.0680390,4.3222592,2521
2017,2,23,2521CC,52.0690723,4.3242037,2521
2017,2,23,2562BL,52.0803254,4.2754269,2562
2017,2,23,2571VS,52.0706562,4.2891302,2571
2017,2,23,2515EX,52.0681941,4.3123843,2515
2017,2,23,2531RB,52.0496410,4.3064600,2531
2017,2,23,2531PB,52.0484137,4.3012806,2531
2017,2,23,2491ED,52.0657051,4.3693932,2491
2017,2,23,2513TV,52.0789538,4.3019005,2513
2017,2,23,2533ES,52.0502769,4.2879827,2533
2017,2,23,2552AA,52.0549559,4.2408280,2552
2017,2,23,2566MJ,52.0850276,4.2713382,2566
2017,2,23,2512VA,52.0737920,4.2998700,2512
2017,2,23,2553PT,52.0435982,4.2071691,2553
2017,2,23,2596RH,52.0957807,4.3165926,2596
2017,2,23,\N,52.0698576,4.2911114,\N
2017,2,23,2543BM,52.0416497,4.2604444,2543
2017,2,23,\N,52.0698576,4.2911114,\N
2017,2,23,2511LC,52.0764234,4.3220304,2511
2017,2,23,2595DB,52.0820967,4.3255175,2595
2017,2,23,2587AZ,52.1073732,4.3015271,2587
2017,2,23,2543GP,52.0352088,4.2563612,2543
2017,2,23,2565CN,52.0767124,4.2621997,2565
2017,2,23,2525HB,52.0621961,4.2996045,2525
2017,2,23,\N,52.0698576,4.2911114,\N
2017,2,23,2512VA,52.0737920,4.2998700,2512
2017,2,23,2533CM,52.0563669,4.3013195,2533
2017,2,23,2512GL,52.0761952,4.3067549,2512
2017,2,23,2512VA,52.0737920,4.2998700,2512
2017,2,23,2571HB,52.0702296,4.2858005,2571
2017,2,23,2582SB,52.0966828,4.2799678,2582
2017,2,23,\N,52.0698576,4.2911114,\N
2017,2,23,2592CK,52.0925700,4.3587854,2592
2017,2,23,2551KG,52.0594963,4.2304030,2551
2017,2,23,2555XZ,52.0634598,4.2462889,2555
2017,2,23,2597AX,52.1024090,4.3162300,2597
2017,2,23,2512HN,52.0729989,4.2984521,2512
2017,2,23,2566MJ,52.0850276,4.2713382,2566
2017,2,23,2496ZR,52.0538484,4.3876242,2496
2017,2,23,2498EM,52.0306810,4.3863353,2498
2017,2,23,2592VT,52.0907428,4.3513123,2592
2017,2,23,2565XZ,52.0784447,4.2704552,2565
2017,2,23,2565XZ,52.0784447,4.2704552,2565
2017,2,23,2596AW,52.0870672,4.3171952,2596
2017,2,23,2544DW,52.0495713,4.2515080,2544
2017,2,23,\N,52.0568762,4.3677471,\N
2017,2,23,2584AC,52.1001126,4.2805104,2584
2017,2,23,2521CA,52.0684407,4.3219579,2521
2017,2,23,\N,52.0462966,4.3567412,\N
2017,2,23,\N,52.0462966,4.3567412,\N
2017,2,23,\N,52.0698576,4.2911114,\N
2017,2,23,2511VJ,52.0777898,4.3250323,2511
2017,2,23,2593AB,52.0839497,4.3323271,2593
2017,2,23,2551GC,52.0590601,4.2337660,2551
2017,2,23,2533AS,52.0564901,4.2757420,2533
2017,2,23,2525XD,52.0633055,4.3088236,2525
2017,2,23,2548SR,52.0265924,4.2977586,2548
2017,2,23,2565CV,52.0765304,4.2601017,2565
2017,2,23,2541TG,52.0427808,4.2784584,2541
2017,2,23,2566ER,52.0840730,4.2573874,2566
2017,2,23,2555XG,52.0626998,4.2538728,2555
2017,2,23,2587CN,52.1104984,4.2876404,2587
2017,2,23,2592BT,52.0921728,4.3593711,2592
2017,2,23,2592BT,52.0921728,4.3593711,2592
2017,2,23,2531RB,52.0496410,4.3064600,2531
2017,2,23,2583EZ,52.0938804,4.2612112,2583
2017,2,23,2532XV,52.0450498,4.2913473,2532
2017,2,23,2585BG,52.0890500,4.2997300,2585
2017,2,23,2512VA,52.0737920,4.2998700,2512
2017,2,23,2572HC,52.0642918,4.2939241,2572
2017,2,23,2533KB,52.0513740,4.2938314,2533
2017,2,23,2585BG,52.0890500,4.2997300,2585
2017,2,23,\N,52.0698576,4.2911114,\N
2017,2,23,2584AC,52.1001126,4.2805104,2584
2017,2,23,2584AC,52.1001126,4.2805104,2584
2017,2,23,2585BG,52.0890500,4.2997300,2585
2017,2,23,2522LW,52.0565193,4.3236852,2522
2017,2,23,2512GA,52.0747375,4.3076582,2512
2017,2,23,\N,52.0698576,4.2911114,\N
2017,2,23,2526PP,52.0703785,4.3047733,2526
2017,2,23,2526PP,52.0703785,4.3047733,2526
2017,2,23,2526CW,52.0662483,4.3092048,2526
2017,2,23,\N,52.0698576,4.2911114,\N
2017,2,23,2597PJ,52.0996621,4.3144271,2597
2017,2,23,2587HK,52.1114772,4.2885820,2587
2017,2,23,2541EK,52.0563669,4.3013195,2541
2017,2,23,2583MX,52.0876250,4.2537956,2583
2017,2,23,2551ZD,52.0584040,4.2409597,2551
2017,2,23,2531XC,52.0571846,4.2981223,2531
2017,2,23,2553AA,52.0575754,4.2256051,2553
2017,2,23,2572AV,52.0914959,4.3002053,2572
2017,2,23,2525AA,52.0692772,4.2993886,2525
2017,2,23,2597JW,52.1095883,4.3029332,2597
2017,2,23,\N,52.0698576,4.2911114,\N
2017,2,24,2512VA,52.0737920,4.2998700,2512
2017,2,24,2512VA,52.0737920,4.2998700,2512
2017,2,24,2531GZ,52.0485454,4.3068028,2531
2017,2,24,2512GK,52.0757485,4.3071378,2512
2017,2,24,2572HN,52.0627907,4.2958713,2572
2017,2,24,2544JG,52.0467063,4.2592489,2544
2017,2,24,2587ES,52.1106905,4.2913417,2587
2017,2,24,2564AW,52.0864362,4.2995043,2564
2017,2,24,2512VA,52.0737920,4.2998700,2512
2017,2,24,2533TR,52.0482155,4.2934566,2533
2017,2,24,2543SW,52.0416206,4.2679336,2543
2017,2,24,2521PW,52.0671831,4.3293740,2521
2017,2,24,2542XG,52.0345090,4.2602411,2542
2017,2,24,2585BG,52.0890500,4.2997300,2585
2017,2,24,2597AX,52.1024090,4.3162300,2597
2017,2,24,2524KC,52.0521343,4.3149248,2524
2017,2,24,2533XZ,52.0466079,4.2887725,2533
2017,2,24,2497WX,52.0336094,4.3686944,2497
2017,2,24,2552LZ,52.0593926,4.2493665,2552
2017,2,24,2544LP,52.0398498,4.2449890,2544
2017,2,24,2597AX,52.1024090,4.3162300,2597
2017,2,24,2544LP,52.0398498,4.2449890,2544
2017,2,24,2545DM,52.0428042,4.2742596,2545
2017,2,24,\N,52.0698576,4.2911114,\N
2017,2,24,2585EW,52.0910480,4.3058731,2585
2017,2,24,2553GS,52.0444238,4.2248076,2553
2017,2,24,2531AA,52.0582605,4.2943599,2531
2017,2,24,2587AZ,52.1073732,4.3015271,2587
2017,2,24,2491AR,52.0711190,4.3983233,2491
2017,2,24,2595BL,52.0789885,4.3364122,2595
2017,2,24,2512VA,52.0737920,4.2998700,2512
2017,2,24,2572CB,52.0673809,4.2906983,2572
2017,2,24,2572CB,52.0673809,4.2906983,2572
2017,2,24,2512VA,52.0737920,4.2998700,2512
2017,2,24,2512VA,52.0737920,4.2998700,2512
2017,2,24,2511CA,52.0796004,4.3214733,2511
2017,2,24,2531NE,52.0494088,4.3068549,2531
2017,2,24,2594XZ,52.0923746,4.3642185,2594
2017,2,24,2572RB,52.0625454,4.2985023,2572
2017,2,24,2548WE,52.0235471,4.2999163,2548
2017,2,24,2547JG,52.0635180,4.2631100,2547
2017,2,24,2532AA,52.0421517,4.2919138,2532
2017,2,24,2511XJ,52.0761867,4.3217005,2511
2017,2,24,2594AV,52.0846380,4.3278899,2594
2017,2,24,\N,52.0698576,4.2911114,\N
2017,2,24,2586GP,52.1067268,4.2813101,2586
2017,2,24,\N,52.0698576,4.2911114,\N
2017,2,24,2554AR,52.0664316,4.2226834,2554
2017,2,24,2512VA,52.0737920,4.2998700,2512
2017,2,24,2555XA,52.0615166,4.2556430,2555
2017,2,24,2542AA,52.0413400,4.2715900,2542
2017,2,24,2591ER,52.0943762,4.3639420,2591
2017,2,24,2594BP,52.0877953,4.3341625,2594
2017,2,24,\N,52.0698576,4.2911114,\N
2017,2,24,2551GA,52.0605444,4.2327821,2551
2017,2,24,2552TX,52.0538303,4.2437523,2552
2017,2,24,2521SR,52.0658840,4.3264962,2521
2017,2,24,2531AK,52.0569682,4.2999940,2531
2017,2,24,2533HN,52.0473283,4.2927785,2533
2017,2,24,2551GA,52.0605444,4.2327821,2551
2017,2,24,2512VA,52.0737920,4.2998700,2512
2017,2,24,2524CW,52.0530257,4.3158992,2524
2017,2,24,2533BR,52.0453297,4.2876230,2533
2017,2,24,2585BG,52.0890500,4.2997300,2585
2017,2,24,2552VJ,52.0532665,4.2450863,2552
2017,2,24,\N,52.0698576,4.2911114,\N
2017,2,24,2553VC,52.0556488,4.2288132,2553
2017,2,24,2513RV,52.0778627,4.2956074,2513
2017,2,24,\N,52.0698576,4.2911114,\N
2017,2,24,2595CM,52.0843687,4.3400064,2595
2017,2,24,2512VA,52.0739491,4.2991943,2512
2017,2,24,2584AC,52.1001126,4.2805104,2584
2017,2,24,2514GN,52.0819047,4.3060408,2514
2017,2,24,2513AD,52.0796741,4.3091458,2513
2017,2,24,2532AW,52.0466467,4.2939177,2532
2017,2,24,2597AX,52.1024090,4.3162300,2597
2017,2,24,2515BW,52.0711296,4.3230900,2515
2017,2,24,2523XC,52.0587861,4.3201732,2523
2017,2,24,2541XJ,52.0539020,4.2738200,2541
2017,2,24,\N,52.0698576,4.2911114,\N
2017,2,24,2583SW,52.0918516,4.2633783,2583
2017,2,24,\N,52.0698576,4.2911114,\N
2017,2,24,2512VA,52.0737920,4.2998700,2512
2017,2,24,2512VA,52.0737920,4.2998700,2512
2017,2,24,2561DA,52.0773748,4.2707812,2561
2017,2,24,\N,52.0698576,4.2911114,\N
2017,2,24,2512VA,52.0740415,4.2992255,2512
2017,2,24,2522BP,52.0625739,4.3312560,2522
2017,2,24,2544NL,52.0386236,4.2404603,2544
2017,2,24,\N,52.0698576,4.2911114,\N
2017,2,24,2584HZ,52.1035458,4.2775936,2584
2017,2,24,2512VA,52.0737920,4.2998700,2512
2017,2,24,2522MB,52.0581221,4.3249887,2522
2017,2,24,\N,52.0698576,4.2911114,\N
2017,2,24,2572WC,52.0624765,4.2998019,2572
2017,2,24,2542LB,52.0336078,4.2647089,2542
2017,2,24,2547GW,52.0630565,4.2691009,2547
2017,2,24,2563XX,52.0734689,4.2718193,2563
2017,2,24,2512VA,52.0737920,4.2998700,2512
2017,2,24,2512DV,52.0727256,4.3006517,2512
2017,2,24,2524VE,52.0561710,4.3134354,2524
2017,2,24,2562JZ,52.0726596,4.2794100,2562
2017,2,24,2565KN,52.0782923,4.2723993,2565
2017,2,24,2552SK,52.0547566,4.2523096,2552
2017,2,24,2512VA,52.0737920,4.2998700,2512
2017,2,24,2492JC,52.0704978,4.3006999,2492
2017,2,24,2515NR,52.0725954,4.3186128,2515
2017,2,24,2512VA,52.0740415,4.2992255,2512
2017,2,24,2511XJ,52.0761867,4.3217005,2511
2017,2,24,\N,52.0698576,4.2911114,\N
2017,2,24,\N,52.0698576,4.2911114,\N
2017,2,24,\N,52.0698576,4.2911114,\N
2017,2,24,2597AX,52.1024090,4.3162300,2597
2017,2,24,2547GA,52.0641258,4.2753037,2547
2017,2,24,2593BH,52.0874558,4.3353477,2593
2017,2,24,2517AA,52.0864362,4.2995043,2517
2017,2,24,2541GZ,52.0563669,4.3013195,2541
2017,2,24,2533GA,52.0496299,4.2906185,2533
2017,2,24,\N,52.0698576,4.2911114,\N
2017,2,24,2573HZ,52.0691257,4.2840628,2573
2017,2,24,2541GZ,52.0563669,4.3013195,2541
2017,2,24,2551TL,52.0547971,4.2379463,2551
2017,2,24,2525ER,52.0652332,4.2994869,2525
2017,2,24,2512VA,52.0737920,4.2998700,2512
2017,2,24,2584KD,52.1007926,4.2811358,2584
2017,2,24,2583JZ,52.0940217,4.2647248,2583
2017,2,24,2583JZ,52.0940217,4.2647248,2583
2017,2,24,2552LD,52.0493879,4.2474159,2552
2017,2,24,2498CP,52.0363519,4.3834545,2498
2017,2,24,2512VA,52.0737920,4.2998700,2512
2017,2,24,2593BH,52.0874558,4.3353477,2593
2017,2,24,2524HT,52.0543506,4.3125242,2524
2017,2,24,2512VA,52.0737920,4.2998700,2512
2017,2,24,2532AE,52.0431002,4.2914533,2532
2017,2,24,2548SL,52.0267339,4.2965457,2548
2017,2,24,2533XV,52.0481936,4.2862843,2533
2017,2,24,2533JA,52.0503850,4.2900708,2533
2017,2,24,2512VA,52.0737920,4.2998700,2512
2017,2,24,2552JA,52.0504060,4.2425948,2552
2017,2,24,2546SJ,52.0561471,4.2698888,2546
2017,2,24,2544NZ,52.0306547,4.2483006,2544
2017,2,24,2526LZ,52.0675502,4.3070732,2526
2017,2,24,2585TT,52.0907764,4.3030829,2585
2017,2,24,2585TT,52.0907764,4.3030829,2585
2017,2,24,2555CJ,52.0864362,4.2995043,2555
2017,2,24,2565LB,52.0789688,4.2726450,2565
2017,2,24,2512VA,52.0740415,4.2992255,2512
2017,2,25,2552SB,52.0552220,4.2508900,2552
2017,2,24,2552SB,52.0552220,4.2508900,2552
2017,2,25,2533TE,52.0508336,4.2975916,2533
2017,2,25,2512VA,52.0737920,4.2998700,2512
2017,2,25,2521CK,52.0574553,4.3098727,2521
2017,2,25,2592GP,52.0958856,4.3565930,2592
2017,2,25,2491BM,52.0629530,4.3828288,2491
2017,2,25,2513AG,52.0786795,4.3111373,2513
2017,2,25,2511BG,52.0757172,4.3086265,2511
2017,2,25,2593BH,52.0874558,4.3353477,2593
2017,2,25,2515GK,52.0661823,4.3137860,2515
2017,2,25,2531ED,52.0523177,4.2996404,2531
2017,2,25,2593TN,52.0877678,4.3416424,2593
2017,2,25,2545JM,52.0480124,4.2689546,2545
2017,2,25,2532AE,52.0431002,4.2914533,2532
2017,2,25,2551GM,52.0619473,4.2356730,2551
2017,2,25,2545BG,52.0536350,4.2616866,2545
2017,2,25,2532AE,52.0431002,4.2914533,2532
2017,2,25,2566JR,52.0823011,4.2626044,2566
2017,2,25,2532XS,52.0442816,4.2918617,2532
2017,2,25,2596RH,52.0957807,4.3165926,2596
2017,2,25,2533EH,52.0540441,4.2958075,2533
2017,2,25,2533HR,52.0501116,4.2895321,2533
2017,2,25,2555CK,52.0864362,4.2995043,2555
2017,2,25,2597AX,52.1024090,4.3162300,2597
2017,2,25,2512GA,52.0747375,4.3076582,2512
2017,2,25,2512EK,52.0733983,4.3076077,2512
2017,2,25,2584KA,52.1013695,4.2803480,2584
2017,2,25,2533EW,52.0490324,4.2856222,2533
2017,2,25,2597AX,52.1024090,4.3162300,2597
2017,2,25,2584KA,52.1013695,4.2803480,2584
2017,2,25,2571GM,52.0627665,4.2906043,2571
2017,2,25,2521TC,52.0596350,4.3153721,2521
2017,2,25,2585DK,52.0896981,4.3034951,2585
2017,2,25,2562VG,52.0765768,4.2839958,2562
2017,2,25,2522WK,52.0605402,4.3220147,2522
2017,2,25,2513PX,52.0761958,4.2971489,2513
2017,2,25,2491BC,52.0569963,4.3926883,2491
2017,2,25,2572NS,52.0612118,4.2942619,2572
2017,2,25,2522JN,52.0624407,4.3264320,2522
2017,2,25,2541AE,52.0534552,4.2736206,2541
2017,2,25,2597SN,52.1032830,4.3192009,2597
2017,2,25,2552LV,52.0513631,4.2518270,2552
2017,2,25,2512TD,52.0728827,4.2956105,2512
2017,2,25,2583NT,52.0887713,4.2589760,2583
2017,2,25,\N,52.0698576,4.2911114,\N
2017,2,25,2583NT,52.0887713,4.2589760,2583
2017,2,25,2512VA,52.0737920,4.2998700,2512
2017,2,25,\N,52.0698576,4.2911114,\N
2017,2,25,2522AD,52.0631610,4.3275671,2522
2017,2,25,2544DW,52.0495713,4.2515080,2544
2017,2,25,2562AV,52.0760072,4.2793215,2562
2017,2,25,2571HA,52.0704803,4.2851918,2571
2017,2,25,2596RH,52.0957807,4.3165926,2596
2017,2,25,2574VC,52.0671179,4.2761161,2574
2017,2,25,2518VL,52.0811437,4.2927390,2518
2017,2,25,2491BA,52.0690630,4.3891129,2491
2017,2,25,2586BK,52.1114237,4.2818217,2586
2017,2,25,2583DG,52.1035971,4.2687466,2583
2017,2,25,2585HL,52.0921095,4.2985121,2585
2017,2,25,2592AA,52.0896762,4.3465653,2592
2017,2,25,2563TG,52.0719519,4.2710986,2563
2017,2,25,2586GR,52.1094590,4.2841477,2586
2017,2,25,2514CC,52.0852629,4.3125255,2514
2017,2,25,2546CV,52.0572871,4.2735203,2546
2017,2,25,2585JZ,52.0976589,4.2921216,2585
2017,2,25,2585JZ,52.0976589,4.2921216,2585
2017,2,25,2554AA,52.0633382,4.2266888,2554
2017,2,25,2571GN,52.0618914,4.2910886,2571
2017,2,25,2515LJ,52.0702400,4.3156500,2515
2017,2,25,2551GS,52.0600118,4.2343854,2551
2017,2,25,2533HT,52.0489184,4.2910555,2533
2017,2,25,2551LD,52.0592055,4.2312177,2551
2017,2,25,2526GM,52.0660929,4.3059708,2526
2017,2,25,2555XN,52.0632452,4.2526340,2555
2017,2,25,2544DW,52.0495713,4.2515080,2544
2017,2,25,2526GM,52.0660929,4.3059708,2526
2017,2,25,2512VA,52.0737920,4.2998700,2512
2017,2,25,2582BK,52.0974126,4.2798671,2582
2017,2,25,2582BK,52.0915690,4.2752787,2582
2017,2,25,2551KP,52.0612825,4.2301381,2551
2017,2,25,2585BG,52.0890500,4.2997300,2585
2017,2,25,2552EJ,52.0560664,4.2418361,2552
2017,2,25,\N,52.0698576,4.2911114,\N
2017,2,25,2526AJ,52.0649760,4.3076895,2526
2017,2,25,2597HM,52.1069980,4.3281100,2597
2017,2,25,2596RH,52.0957807,4.3165926,2596
2017,2,25,2564KT,52.0699201,4.2686689,2564
2017,2,25,2525NR,52.0618792,4.3041826,2525
2017,2,25,2585BG,52.0890500,4.2997300,2585
2017,2,25,2512VA,52.0737920,4.2998700,2512
2017,2,25,2552AH,52.0526915,4.2276337,2552
2017,2,25,2572CH,52.0663685,4.2910585,2572
2017,2,25,2515RG,52.0719525,4.3222928,2515
2017,2,25,2573LM,52.0701383,4.2837315,2573
2017,2,25,2541XW,52.0530565,4.2757543,2541
2017,2,25,\N,52.0698576,4.2911114,\N
2017,2,25,\N,52.0698576,4.2911114,\N
2017,2,25,2565VW,52.0781980,4.2652970,2565
2017,2,25,2584CC,52.1012224,4.2828767,2584
2017,2,25,2518PA,52.0746267,4.2956263,2518
2017,2,25,2545CB,52.0611268,4.2616075,2545
2017,2,25,2545CB,52.0611268,4.2616075,2545
2017,2,25,2555SJ,52.0624844,4.2336475,2555
2017,2,25,2516RH,52.0665383,4.3333064,2516
2017,2,25,2584XL,52.1040608,4.2826809,2584
2017,2,25,2584XL,52.1040608,4.2826809,2584
2017,2,25,2544NL,52.0386236,4.2404603,2544
2017,2,25,\N,52.0698576,4.2911114,\N
2017,2,25,2548WZ,52.0185076,4.3051378,2548
2017,2,25,2521TH,52.0586494,4.3137479,2521
2017,2,25,2544NL,52.0386236,4.2404603,2544
2017,2,25,2546SP,52.0580394,4.2722767,2546
2017,2,25,2516PS,52.0661273,4.3325722,2516
2017,2,25,2521TH,52.0586853,4.3137471,2521
2017,2,25,2545WK,52.0505280,4.2707143,2545
2017,2,25,2492JS,52.0642108,4.4022667,2492
2017,2,25,2562SG,52.0716340,4.2774079,2562
2017,2,25,2533CE,52.0563097,4.2750578,2533
2017,2,25,2551GA,52.0605264,4.2327826,2551
2017,2,25,2512VA,52.0737920,4.2998700,2512
2017,2,25,2542TP,52.0388648,4.2740222,2542
2017,2,25,2585SM,52.0901855,4.2974937,2585
2017,2,25,2516TG,52.0635883,4.3361322,2516
2017,2,25,2571RD,52.0676971,4.2870907,2571
2017,2,25,2511GR,52.0783135,4.3210233,2511
2017,2,25,2597GW,52.1051997,4.3228967,2597
2017,2,25,2583CR,52.0930335,4.2647788,2583
2017,2,25,2597GW,52.1051997,4.3228967,2597
2017,2,25,\N,52.0698576,4.2911114,\N
2017,2,25,2583CR,52.0930335,4.2647788,2583
2017,2,25,2514HC,52.0839876,4.3052928,2514
2017,2,25,2512VA,52.0737920,4.2998700,2512
2017,2,25,2583CM,52.0974455,4.2693739,2583
2017,2,25,2586JS,52.1073246,4.2719922,2586
2017,2,25,2565BJ,52.0735492,4.2576094,2565
2017,2,25,2571XK,52.0694640,4.2917078,2571
2017,2,25,2541EK,52.0563669,4.3013195,2541
2017,2,25,2591CR,52.0944371,4.3657329,2591
2017,2,25,2512SE,52.0696429,4.2951936,2512
2017,2,25,2543SX,52.0371602,4.2715139,2543
2017,2,25,2543SX,52.0371602,4.2715139,2543
2017,2,25,2586CP,52.1129885,4.2828634,2586
2017,2,25,2572XG,52.0625873,4.2906068,2572
2017,2,25,2571CE,52.0688149,4.2777695,2571
2017,2,25,2492JG,52.0637717,4.4043905,2492
2017,2,26,2574SV,52.0639551,4.2768449,2574
2017,2,26,2515HC,52.0680543,4.3140474,2515
2017,2,26,2593AL,52.0882819,4.3419357,2593
2017,2,26,2512VA,52.0737920,4.2998700,2512
2017,2,26,2562HJ,52.0734886,4.2767638,2562
2017,2,26,2543SE,52.0432660,4.2610448,2543
2017,2,26,2533JA,52.0503850,4.2900708,2533
2017,2,26,2547DX,52.0574369,4.2618511,2547
2017,2,26,2553KD,52.0476339,4.2380427,2553
2017,2,26,2561RX,52.0700734,4.2768194,2561
2017,2,26,2572BE,52.0678526,4.2901908,2572
2017,2,26,2513BA,52.0790687,4.3073589,2513
2017,2,26,2592CN,52.0876604,4.3519798,2592
2017,2,26,2586GL,52.1105455,4.2811426,2586
2017,2,26,2525ND,52.0669004,4.3156502,2525
2017,2,26,2541GG,52.0563669,4.3013195,2541
2017,2,26,2511CR,52.0794376,4.3164149,2511
2017,2,26,2516EB,52.0727711,4.3234586,2516
2017,2,26,2543AV,52.0427101,4.2652795,2543
2017,2,26,2533TT,52.0470258,4.2911823,2533
2017,2,26,2516GT,52.0696456,4.3279823,2516
2017,2,26,2542JA,52.0426761,4.2523680,2542
2017,2,26,2526NJ,52.0691309,4.3030240,2526
2017,2,26,2542EX,52.0351307,4.2648366,2542
2017,2,26,2555KM,52.0604388,4.2311807,2555
2017,2,26,2586BR,52.1121342,4.2818625,2586
2017,2,26,2493CA,52.0636876,4.3967765,2493
2017,2,26,2493CA,52.0636876,4.3967765,2493
2017,2,26,2511DG,52.0769644,4.3177247,2511
2017,2,26,2555AB,52.0625296,4.2271600,2555
2017,2,26,2518AR,52.0860050,4.3003387,2518
2017,2,26,2544JM,52.0452827,4.2572279,2544
2017,2,26,\N,52.0095070,4.3605150,\N
2017,2,26,2585BG,52.0890500,4.2997300,2585
2017,2,26,2561DW,52.0736568,4.2745862,2561
2017,2,26,2583DG,52.1028851,4.2676113,2583
2017,2,26,2522VW,52.0588465,4.3325834,2522
2017,2,26,2518LH,52.0746076,4.2922510,2518
2017,2,26,2587EC,52.1099790,4.2888211,2587
2017,2,26,2592HD,52.0939780,4.3587781,2592
2017,2,26,2583DG,52.1028851,4.2676113,2583
2017,2,26,2514JE,52.0830423,4.3085520,2514
2017,2,26,2514JE,52.0830423,4.3085520,2514
2017,2,26,2592HD,52.0939780,4.3587781,2592
2017,2,26,2517AS,52.0829698,4.2909370,2517
2017,2,26,2552DW,52.0584650,4.2528280,2552
2017,2,26,2583AR,52.0960665,4.2700619,2583
2017,2,26,2564LW,52.0649015,4.2584986,2564
2017,2,26,2526BS,52.0672786,4.3107989,2526
2017,2,26,2565KS,52.0796066,4.2716516,2565
2017,2,26,2555KM,52.0604388,4.2311807,2555
2017,2,26,2512VA,52.0737920,4.2998700,2512
2017,2,26,2531JX,52.0463247,4.2999489,2531
2017,2,26,2597AX,52.1024090,4.3162300,2597
2017,2,26,2542XA,52.0354826,4.2605372,2542
2017,2,26,2544JG,52.0467962,4.2592466,2544
2017,2,26,2524LB,52.0535124,4.3122818,2524
2017,2,26,2491BC,52.0569963,4.3926883,2491
2017,2,26,2523EC,52.0554111,4.3144817,2523
2017,2,26,2523EC,52.0554111,4.3144817,2523
2017,2,26,2491BC,52.0569963,4.3926883,2491
2017,2,26,2492SX,52.0650248,4.4079107,2492
2017,2,26,2548HS,52.0283680,4.2861801,2548
2017,2,26,2552CD,52.0534667,4.2360995,2552
2017,2,26,2517KH,52.0856887,4.2923797,2517
2017,2,26,2541GX,52.0563669,4.3013195,2541
2017,2,26,2547DW,52.0572085,4.2613321,2547
2017,2,26,2512VA,52.0737920,4.2998700,2512
2017,2,26,\N,52.0698576,4.2911114,\N
2017,2,26,2533HE,52.0504504,4.2882700,2533
2017,2,26,2523JP,52.0558045,4.3234449,2523
2017,2,26,2596RH,52.0957807,4.3165926,2596
2017,2,26,2597AX,52.1024090,4.3162300,2597
2017,2,26,2544VV,52.0481680,4.2598244,2544
2017,2,26,2515LJ,52.0702400,4.3156500,2515
2017,2,26,2571VA,52.0704164,4.2894424,2571
2017,2,26,2597AX,52.1024090,4.3162300,2597
2017,2,26,2512DP,52.0754348,4.3063817,2512
2017,2,26,2497WJ,52.0334091,4.3632191,2497
2017,2,26,2512VA,52.0737920,4.2998700,2512
2017,2,26,2555RL,52.0698147,4.2413529,2555
2017,2,26,2283TB,52.0506917,4.3192357,2283
2017,2,26,2555XZ,52.0634598,4.2462889,2555
2017,2,26,2533XM,52.0467788,4.2878207,2533
2017,2,26,2512VA,52.0737920,4.2998700,2512
2017,2,26,2583AZ,52.0960665,4.2700619,2583
2017,2,26,2595AA,52.0817600,4.3233400,2595
2017,2,26,2492NW,52.0677631,4.4140202,2492
2017,2,26,2573KK,52.0665562,4.2851617,2573
2017,2,26,2525SE,52.0652390,4.3049997,2525
2017,2,26,2517CW,52.0823072,4.2825705,2517
2017,2,26,2532TR,52.0483649,4.2969664,2532
2017,2,26,2532EP,52.0496206,4.2996993,2532
2017,2,26,2515GD,52.0690733,4.3114413,2515
2017,2,26,2513BN,52.0778129,4.3058334,2513
2017,2,26,2244VK,52.0977142,4.3259104,2244
2017,2,26,2595AA,52.0817600,4.3233400,2595
2017,2,26,2283TB,52.0506917,4.3192357,2283
2017,2,26,2521RZ,52.0671831,4.3293740,2521
2017,2,26,2497ED,52.0411131,4.3670748,2497
2017,2,26,2552JL,52.0481347,4.2433219,2552
2017,2,26,2525ZJ,52.0610878,4.3022418,2525
2017,2,26,2491BC,52.0569963,4.3926883,2491
2017,2,26,2283TB,52.0506917,4.3192357,2283
